id_venta,fecha_venta,id_cliente,id_propiedad,ciudad,precio_venta,tipo_propiedad,canal_venta,porcentaje_comision,monto_comision
SALE002102,2023-12-06,CUST01597,PROP01073,Ciudad de México,1231021,Casa,Corredor,0.0416,51237
SALE002103,2024-09-20,CUST02405,PROP02511,Bogotá,187615,Departamento,Corredor,0.0374,7021
SALE002104,2023-03-06,CUST03240,PROP07481,Ciudad de México,1052094,Casa,Corredor,0.0307,32276
SALE002105,2023-05-06,CUST00708,PROP06101,Bogotá,433370,Casa,Directo,0.015,6479
SALE002106,2024-04-15,CUST02598,PROP02403,Bogotá,161068,Departamento,Corredor,0.0399,6421
SALE002107,2023-03-31,CUST02751,PROP06487,Ciudad de México,1030961,Casa,Corredor,0.0308,31771
SALE002108,2024-02-06,CUST00283,PROP02103,Bogotá,355029,Departamento,Corredor,0.0397,14103
SALE002109,2023-09-16,CUST01078,PROP03384,Ciudad de México,316392,Departamento,Directo,0.0151,4781
SALE002110,2024-12-08,CUST00493,PROP04938,Bogotá,547817,Departamento,Corredor,0.0327,17907
SALE002111,2024-10-16,CUST01390,PROP04356,Ciudad de México,865359,Casa,Directo,0.0114,9899
SALE002112,2024-09-05,CUST02345,PROP04973,Ciudad de México,661599,Departamento,Directo,0.0194,12812
SALE002113,2023-07-26,CUST01866,PROP07065,Bogotá,1796106,Comercial,Corredor,0.0338,60722
SALE002114,2024-03-08,CUST00909,PROP05762,Bogotá,250842,Departamento,Corredor,0.0362,9091
SALE002115,2024-03-02,CUST00771,PROP07142,Bogotá,1246800,Comercial,Directo,0.013,16179
SALE002116,2023-11-21,CUST00233,PROP00915,Ciudad de México,614284,Departamento,Directo,0.0166,10182
SALE002117,2023-05-14,CUST01240,PROP01112,Ciudad de México,378171,Departamento,Corredor,0.0428,16200
SALE002118,2023-10-01,CUST02393,PROP05000,Ciudad de México,924951,Casa,Directo,0.0191,17691
SALE002119,2024-01-23,CUST03016,PROP05440,Ciudad de México,1001994,Casa,Directo,0.014,14055
SALE002120,2023-03-25,CUST02965,PROP03462,Ciudad de México,315147,Departamento,Corredor,0.0456,14371
SALE002121,2023-09-27,CUST00067,PROP03924,Bogotá,603736,Comercial,Corredor,0.0375,22669
SALE002122,2023-11-27,CUST00007,PROP02318,Ciudad de México,348997,Departamento,Corredor,0.0348,12145
SALE002123,2024-03-07,CUST00489,PROP05992,Ciudad de México,441123,Departamento,Directo,0.0189,8342
SALE002124,2023-09-01,CUST00678,PROP00966,Ciudad de México,468623,Departamento,Directo,0.0148,6952
SALE002125,2023-08-01,CUST02663,PROP03532,Bogotá,1422244,Casa,Corredor,0.0378,53775
SALE002126,2024-08-03,CUST01612,PROP07529,Bogotá,333173,Departamento,Corredor,0.0481,16029
SALE002127,2024-06-03,CUST00215,PROP01150,Ciudad de México,573710,Departamento,Corredor,0.0488,27990
SALE002128,2024-03-10,CUST00524,PROP06983,Bogotá,321852,Departamento,Corredor,0.039,12561
SALE002129,2024-09-07,CUST00442,PROP02233,Ciudad de México,613039,Departamento,Corredor,0.0304,18632
SALE002130,2023-10-31,CUST00441,PROP00365,Ciudad de México,744087,Departamento,Corredor,0.0306,22805
SALE002131,2024-06-18,CUST02680,PROP03614,Ciudad de México,415585,Departamento,Directo,0.0161,6686
SALE002132,2023-10-31,CUST00430,PROP04816,Bogotá,872677,Casa,Corredor,0.047,41051
SALE002133,2024-02-12,CUST02423,PROP01032,Ciudad de México,653953,Casa,Corredor,0.0475,31065
SALE002134,2024-03-01,CUST00063,PROP00654,Bogotá,296067,Departamento,Corredor,0.048,14218
SALE002135,2024-09-29,CUST03242,PROP05936,Bogotá,431560,Casa,Corredor,0.0462,19916
SALE002136,2024-04-23,CUST02784,PROP03796,Ciudad de México,826720,Comercial,Corredor,0.0474,39223
SALE002137,2024-11-29,CUST01115,PROP03868,Ciudad de México,243610,Departamento,Directo,0.0184,4486
SALE002138,2023-12-04,CUST02468,PROP07046,Bogotá,149505,Departamento,Corredor,0.0468,6997
SALE002139,2024-04-26,CUST01546,PROP07582,Bogotá,502970,Departamento,Directo,0.0133,6676
SALE002140,2023-11-26,CUST02824,PROP04087,Ciudad de México,282478,Departamento,Corredor,0.0379,10698
SALE002141,2024-03-30,CUST00097,PROP03204,Bogotá,822611,Casa,Corredor,0.0363,29894
SALE002142,2024-08-24,CUST01509,PROP05476,Ciudad de México,380462,Departamento,Corredor,0.0331,12590
SALE002143,2023-03-08,CUST03225,PROP07162,Ciudad de México,602381,Departamento,Corredor,0.0366,22071
SALE002144,2023-04-14,CUST00480,PROP04419,Bogotá,177381,Departamento,Corredor,0.0481,8540
SALE002145,2024-04-21,CUST02084,PROP05002,Bogotá,1419090,Casa,Corredor,0.0494,70133
SALE002146,2024-03-26,CUST01214,PROP02150,Bogotá,174148,Departamento,Corredor,0.033,5748
SALE002147,2023-04-25,CUST00860,PROP04891,Ciudad de México,237293,Departamento,Corredor,0.0432,10260
SALE002148,2024-11-18,CUST02457,PROP01490,Ciudad de México,447716,Departamento,Corredor,0.0493,22089
SALE002149,2024-07-17,CUST01485,PROP05549,Ciudad de México,440242,Comercial,Corredor,0.0341,15026
SALE002150,2024-01-21,CUST03294,PROP06219,Ciudad de México,272160,Departamento,Corredor,0.0468,12737
SALE002151,2023-10-02,CUST00296,PROP05220,Ciudad de México,634742,Departamento,Corredor,0.0359,22806
SALE002152,2024-10-09,CUST00869,PROP04840,Ciudad de México,1038330,Casa,Directo,0.0141,14643
SALE002153,2023-03-21,CUST01625,PROP03875,Ciudad de México,225979,Departamento,Directo,0.0192,4330
SALE002154,2024-07-09,CUST02304,PROP06380,Ciudad de México,1303486,Casa,Corredor,0.0312,40619
SALE002155,2024-09-29,CUST02529,PROP05389,Ciudad de México,458430,Departamento,Corredor,0.039,17865
SALE002156,2023-02-20,CUST02106,PROP04984,Ciudad de México,412648,Departamento,Directo,0.0151,6213
SALE002157,2024-12-16,CUST01037,PROP03639,Ciudad de México,710375,Departamento,Corredor,0.048,34111
SALE002158,2023-09-29,CUST02926,PROP01278,Bogotá,388318,Departamento,Corredor,0.0415,16105
SALE002159,2023-09-28,CUST01967,PROP04823,Bogotá,2869366,Comercial,Corredor,0.0489,140316
SALE002160,2023-06-10,CUST00892,PROP04907,Ciudad de México,257582,Departamento,Corredor,0.0364,9365
SALE002161,2024-04-30,CUST02374,PROP04425,Bogotá,325146,Departamento,Directo,0.0149,4856
SALE002162,2024-07-03,CUST01106,PROP06980,Ciudad de México,340447,Departamento,Corredor,0.0305,10368
SALE002163,2024-03-04,CUST00211,PROP03371,Ciudad de México,702858,Departamento,Corredor,0.0498,34985
SALE002164,2024-05-17,CUST00433,PROP05928,Ciudad de México,1204383,Casa,Corredor,0.0347,41750
SALE002165,2023-01-06,CUST00333,PROP02418,Bogotá,490012,Departamento,Directo,0.0193,9451
SALE002166,2023-02-05,CUST02282,PROP03743,Bogotá,1577446,Comercial,Corredor,0.038,59950
SALE002167,2023-10-30,CUST02960,PROP00259,Bogotá,402680,Departamento,Directo,0.0117,4692
SALE002168,2024-07-31,CUST02169,PROP06372,Bogotá,186773,Departamento,Corredor,0.0384,7171
SALE002169,2023-09-06,CUST00034,PROP04473,Bogotá,1170932,Casa,Corredor,0.0365,42715
SALE002170,2024-05-27,CUST03096,PROP00145,Bogotá,432599,Departamento,Corredor,0.049,21213
SALE002171,2024-11-28,CUST00174,PROP06224,Bogotá,171086,Departamento,Directo,0.0177,3030
SALE002172,2024-03-15,CUST02084,PROP03111,Ciudad de México,1348894,Casa,Corredor,0.0341,46062
SALE002173,2023-02-25,CUST02792,PROP02754,Bogotá,939831,Comercial,Corredor,0.0408,38347
SALE002174,2024-12-31,CUST02267,PROP00709,Bogotá,326953,Departamento,Corredor,0.0434,14189
SALE002175,2023-08-02,CUST00515,PROP06241,Bogotá,1150065,Casa,Directo,0.0158,18163
SALE002176,2024-04-21,CUST03064,PROP00246,Ciudad de México,665143,Casa,Corredor,0.0483,32149
SALE002177,2024-04-13,CUST00219,PROP04429,Bogotá,1255695,Casa,Corredor,0.0323,40508
SALE002178,2023-07-07,CUST00617,PROP01612,Bogotá,2070154,Comercial,Directo,0.0104,21538
SALE002179,2024-06-25,CUST02071,PROP07571,Ciudad de México,801322,Casa,Corredor,0.0422,33846
SALE002180,2024-11-15,CUST00208,PROP02813,Ciudad de México,701403,Comercial,Corredor,0.0449,31497
SALE002181,2024-12-01,CUST00183,PROP04374,Bogotá,669753,Casa,Corredor,0.0462,30935
SALE002182,2024-03-03,CUST00024,PROP06120,Ciudad de México,776800,Departamento,Directo,0.0121,9408
SALE002183,2024-06-11,CUST03445,PROP07176,Ciudad de México,336859,Departamento,Corredor,0.0338,11386
SALE002184,2024-03-29,CUST00273,PROP01388,Bogotá,117954,Departamento,Corredor,0.0468,5516
SALE002185,2024-05-25,CUST00909,PROP03524,Ciudad de México,638186,Departamento,Corredor,0.0368,23453
SALE002186,2023-09-24,CUST01381,PROP01735,Ciudad de México,186119,Departamento,Corredor,0.0432,8039
SALE002187,2023-02-11,CUST01379,PROP00252,Bogotá,869866,Casa,Corredor,0.033,28719
SALE002188,2023-10-13,CUST01356,PROP06128,Ciudad de México,243619,Departamento,Corredor,0.046,11211
SALE002189,2024-02-08,CUST02960,PROP02944,Ciudad de México,2258338,Comercial,Directo,0.0196,44283
SALE002190,2024-10-14,CUST01074,PROP02006,Ciudad de México,699967,Departamento,Corredor,0.0494,34601
SALE002191,2024-10-11,CUST00425,PROP06162,Ciudad de México,812538,Casa,Corredor,0.0404,32810
SALE002192,2023-08-02,CUST02925,PROP06534,Ciudad de México,261607,Departamento,Corredor,0.0348,9100
SALE002193,2024-04-29,CUST01219,PROP03314,Bogotá,799139,Casa,Directo,0.0114,9118
SALE002194,2024-04-25,CUST00118,PROP01277,Bogotá,327302,Departamento,Corredor,0.0349,11427
SALE002195,2023-11-09,CUST00522,PROP01028,Bogotá,139959,Departamento,Corredor,0.0424,5938
SALE002196,2023-03-14,CUST01455,PROP01397,Bogotá,1225563,Casa,Directo,0.0144,17597
SALE002197,2024-12-28,CUST00933,PROP01449,Bogotá,144593,Departamento,Corredor,0.0395,5718
SALE002198,2023-01-11,CUST03436,PROP06893,Bogotá,202119,Departamento,Corredor,0.0395,7980
SALE002199,2024-11-04,CUST00581,PROP01203,Bogotá,128643,Departamento,Corredor,0.0459,5900
SALE002200,2024-05-21,CUST02616,PROP00012,Ciudad de México,968136,Casa,Directo,0.0183,17729
SALE002201,2023-11-15,CUST03234,PROP06000,Ciudad de México,1434051,Casa,Corredor,0.0303,43421
SALE002202,2023-10-25,CUST02477,PROP01317,Bogotá,522586,Departamento,Directo,0.0192,10024
SALE002203,2024-04-27,CUST02430,PROP00770,Ciudad de México,1048251,Casa,Corredor,0.0378,39590
SALE002204,2024-12-03,CUST01040,PROP02307,Ciudad de México,1894770,Comercial,Corredor,0.0348,65968
SALE002205,2023-06-05,CUST00784,PROP04525,Ciudad de México,1568244,Casa,Corredor,0.0499,78287
SALE002206,2024-10-21,CUST02575,PROP06741,Bogotá,272749,Departamento,Corredor,0.0325,8850
SALE002207,2024-10-25,CUST02289,PROP06439,Ciudad de México,1108940,Casa,Corredor,0.0364,40388
SALE002208,2024-03-03,CUST01626,PROP01357,Ciudad de México,157091,Departamento,Corredor,0.0481,7562
SALE002209,2024-11-14,CUST01651,PROP03184,Bogotá,299188,Departamento,Corredor,0.0395,11821
SALE002210,2023-02-23,CUST00011,PROP01974,Bogotá,220996,Departamento,Corredor,0.0485,10721
SALE002211,2024-02-02,CUST01737,PROP02254,Ciudad de México,341011,Departamento,Corredor,0.0348,11877
SALE002212,2023-12-23,CUST01181,PROP02270,Bogotá,705792,Casa,Corredor,0.0381,26924
SALE002213,2024-09-24,CUST02767,PROP05650,Bogotá,1831230,Comercial,Corredor,0.031,56828
SALE002214,2024-07-19,CUST01906,PROP01037,Bogotá,197548,Departamento,Directo,0.0145,2872
SALE002215,2023-07-11,CUST00722,PROP05390,Ciudad de México,443714,Departamento,Corredor,0.03,13315
SALE002216,2024-11-07,CUST01771,PROP07721,Bogotá,1182321,Comercial,Corredor,0.0363,42962
SALE002217,2023-07-14,CUST02847,PROP06184,Ciudad de México,483633,Departamento,Corredor,0.0443,21426
SALE002218,2024-12-18,CUST03001,PROP02553,Ciudad de México,984164,Casa,Corredor,0.0445,43778
SALE002219,2023-04-03,CUST03007,PROP02649,Ciudad de México,261995,Departamento,Corredor,0.0386,10101
SALE002220,2023-10-01,CUST02610,PROP06757,Bogotá,1046090,Casa,Corredor,0.0303,31653
SALE002221,2024-06-11,CUST01451,PROP01755,Ciudad de México,316193,Departamento,Corredor,0.0326,10314
SALE002222,2024-03-24,CUST01460,PROP03287,Bogotá,182725,Departamento,Corredor,0.0348,6366
SALE002223,2024-04-16,CUST02024,PROP04039,Ciudad de México,218375,Departamento,Directo,0.0102,2219
SALE002224,2023-08-23,CUST01463,PROP05424,Ciudad de México,694023,Departamento,Directo,0.0122,8446
SALE002225,2023-09-13,CUST03266,PROP04618,Bogotá,1657426,Comercial,Directo,0.0152,25252
SALE002226,2023-06-13,CUST02065,PROP03801,Ciudad de México,300256,Departamento,Directo,0.0113,3380
SALE002227,2024-03-28,CUST01357,PROP01145,Ciudad de México,2598048,Comercial,Corredor,0.0473,122954
SALE002228,2023-05-18,CUST02979,PROP07478,Bogotá,125141,Departamento,Corredor,0.0312,3904
SALE002229,2024-06-27,CUST00565,PROP01699,Ciudad de México,195097,Departamento,Corredor,0.0455,8880
SALE002230,2024-01-05,CUST02896,PROP05784,Bogotá,532997,Casa,Corredor,0.0389,20747
SALE002231,2024-04-14,CUST02000,PROP02353,Ciudad de México,365028,Departamento,Corredor,0.0423,15424
SALE002232,2024-12-17,CUST03035,PROP07594,Bogotá,499680,Departamento,Corredor,0.0397,19821
SALE002233,2023-03-25,CUST02272,PROP05579,Bogotá,397101,Departamento,Directo,0.0143,5671
SALE002234,2024-05-29,CUST01907,PROP06740,Bogotá,1013733,Casa,Directo,0.0168,17034
SALE002235,2023-09-13,CUST02742,PROP06346,Bogotá,460462,Departamento,Corredor,0.0345,15905
SALE002236,2024-07-09,CUST03119,PROP06706,Bogotá,1492747,Casa,Corredor,0.0397,59314
SALE002237,2024-01-01,CUST02299,PROP07829,Bogotá,208271,Departamento,Directo,0.0181,3764
SALE002238,2024-04-03,CUST02303,PROP06556,Ciudad de México,1449187,Casa,Corredor,0.0331,47972
SALE002239,2023-09-16,CUST02083,PROP00220,Bogotá,241642,Departamento,Corredor,0.0319,7697
SALE002240,2023-12-27,CUST00578,PROP07323,Ciudad de México,483717,Departamento,Corredor,0.0421,20351
SALE002241,2024-11-26,CUST02856,PROP01633,Bogotá,1576661,Casa,Corredor,0.0493,77684
SALE002242,2024-08-20,CUST01498,PROP06468,Ciudad de México,290966,Departamento,Directo,0.0143,4158
SALE002243,2023-06-05,CUST03314,PROP00611,Bogotá,99372,Departamento,Corredor,0.0463,4600
SALE002244,2023-05-07,CUST01882,PROP06484,Bogotá,479313,Departamento,Corredor,0.0394,18887
SALE002245,2024-06-10,CUST01018,PROP07558,Bogotá,306673,Departamento,Corredor,0.0347,10639
SALE002246,2023-09-02,CUST01561,PROP07354,Ciudad de México,704466,Casa,Corredor,0.0397,27968
SALE002247,2024-11-27,CUST00194,PROP04230,Bogotá,391216,Casa,Corredor,0.0388,15193
SALE002248,2023-09-28,CUST01128,PROP04924,Ciudad de México,1260836,Casa,Corredor,0.035,44189
SALE002249,2024-08-18,CUST01249,PROP04945,Bogotá,607069,Departamento,Corredor,0.0371,22499
SALE002250,2024-05-27,CUST00518,PROP04243,Bogotá,576001,Departamento,Corredor,0.0378,21796
SALE002251,2023-05-19,CUST01503,PROP03185,Bogotá,1878296,Comercial,Corredor,0.0472,88628
SALE002252,2024-10-14,CUST00068,PROP06077,Bogotá,190857,Departamento,Directo,0.0131,2495
SALE002253,2024-12-26,CUST00370,PROP07697,Ciudad de México,509645,Departamento,Corredor,0.0485,24719
SALE002254,2023-12-27,CUST01269,PROP00433,Bogotá,1655352,Casa,Directo,0.0101,16776
SALE002255,2024-01-10,CUST02560,PROP06531,Ciudad de México,587753,Departamento,Directo,0.0113,6632
SALE002256,2023-11-18,CUST00694,PROP03438,Ciudad de México,176460,Departamento,Corredor,0.0305,5389
SALE002257,2024-12-15,CUST01770,PROP03106,Bogotá,297264,Departamento,Corredor,0.0454,13481
SALE002258,2024-03-19,CUST02449,PROP00062,Bogotá,397470,Departamento,Corredor,0.0325,12914
SALE002259,2023-01-02,CUST02127,PROP06588,Bogotá,1322465,Casa,Corredor,0.0415,54857
SALE002260,2024-02-25,CUST01189,PROP06340,Ciudad de México,294014,Departamento,Corredor,0.0456,13394
SALE002261,2023-04-05,CUST00629,PROP04183,Ciudad de México,491516,Departamento,Directo,0.0149,7320
SALE002262,2024-07-18,CUST00453,PROP00891,Bogotá,382981,Departamento,Directo,0.011,4204
SALE002263,2024-08-21,CUST01672,PROP03707,Ciudad de México,1695066,Casa,Corredor,0.0467,79242
SALE002264,2023-10-03,CUST03291,PROP05374,Bogotá,225162,Departamento,Corredor,0.0341,7683
SALE002265,2024-10-25,CUST01577,PROP05247,Ciudad de México,258372,Departamento,Corredor,0.0319,8239
SALE002266,2024-04-30,CUST02012,PROP03922,Bogotá,752082,Casa,Corredor,0.0454,34107
SALE002267,2024-09-01,CUST01475,PROP05282,Bogotá,222684,Departamento,Corredor,0.0306,6804
SALE002268,2024-05-21,CUST01680,PROP02973,Ciudad de México,2455068,Comercial,Corredor,0.0424,103986
SALE002269,2024-07-14,CUST00092,PROP01340,Bogotá,1606152,Comercial,Directo,0.0142,22813
SALE002270,2024-11-07,CUST02156,PROP06316,Bogotá,1251817,Casa,Corredor,0.0387,48430
SALE002271,2024-08-29,CUST00090,PROP04495,Ciudad de México,330130,Casa,Corredor,0.0461,15215
SALE002272,2024-08-01,CUST02729,PROP02861,Bogotá,1034486,Casa,Corredor,0.0309,32000
SALE002273,2024-06-07,CUST00637,PROP02379,Ciudad de México,373712,Departamento,Corredor,0.0448,16754
SALE002274,2024-03-22,CUST02708,PROP07527,Ciudad de México,1835810,Casa,Corredor,0.0441,80977
SALE002275,2024-02-12,CUST00874,PROP06396,Bogotá,162003,Departamento,Corredor,0.0478,7741
SALE002276,2024-03-18,CUST00425,PROP05129,Bogotá,129588,Departamento,Corredor,0.0415,5383
SALE002277,2024-02-09,CUST01519,PROP04859,Ciudad de México,372658,Departamento,Directo,0.0116,4323
SALE002278,2023-12-06,CUST01574,PROP05359,Ciudad de México,326478,Departamento,Corredor,0.0309,10097
SALE002279,2024-03-02,CUST00135,PROP02083,Ciudad de México,502981,Casa,Directo,0.0144,7253
SALE002280,2024-12-24,CUST02039,PROP00778,Bogotá,540790,Casa,Corredor,0.0444,24013
SALE002281,2024-03-17,CUST01984,PROP07784,Ciudad de México,1736755,Casa,Directo,0.0104,18102
SALE002282,2024-06-21,CUST00827,PROP05030,Ciudad de México,335607,Departamento,Corredor,0.035,11734
SALE002283,2023-09-17,CUST02669,PROP01407,Ciudad de México,237267,Departamento,Corredor,0.0454,10775
SALE002284,2024-11-09,CUST02607,PROP06813,Bogotá,394541,Departamento,Directo,0.0123,4854
SALE002285,2023-11-04,CUST01654,PROP03758,Bogotá,627551,Departamento,Corredor,0.0376,23610
SALE002286,2024-03-02,CUST01907,PROP02758,Ciudad de México,257536,Departamento,Corredor,0.0449,11573
SALE002287,2023-07-17,CUST02581,PROP01747,Ciudad de México,134236,Departamento,Directo,0.0143,1920
SALE002288,2024-11-19,CUST00914,PROP06874,Ciudad de México,270520,Departamento,Directo,0.0177,4791
SALE002289,2023-04-28,CUST01330,PROP07369,Bogotá,308172,Departamento,Corredor,0.0354,10910
SALE002290,2024-03-08,CUST03164,PROP07401,Bogotá,278680,Departamento,Corredor,0.0492,13700
SALE002291,2024-10-27,CUST00364,PROP06772,Ciudad de México,1489160,Casa,Directo,0.0109,16288
SALE002292,2023-11-25,CUST00418,PROP03568,Bogotá,322456,Departamento,Corredor,0.045,14519
SALE002293,2024-04-24,CUST01358,PROP05933,Bogotá,477999,Departamento,Corredor,0.0315,15049
SALE002294,2023-03-24,CUST01481,PROP02125,Bogotá,663083,Departamento,Directo,0.0185,12234
SALE002295,2023-10-06,CUST00945,PROP05338,Ciudad de México,309419,Departamento,Corredor,0.0327,10127
SALE002296,2023-10-08,CUST03236,PROP06124,Ciudad de México,3111574,Comercial,Corredor,0.0417,129843
SALE002297,2024-06-30,CUST02050,PROP02422,Bogotá,317186,Comercial,Corredor,0.0367,11631
SALE002298,2023-11-23,CUST01254,PROP00053,Bogotá,718886,Casa,Corredor,0.0421,30261
SALE002299,2023-06-16,CUST03263,PROP05716,Bogotá,498591,Departamento,Corredor,0.031,15434
SALE002300,2023-06-12,CUST02411,PROP04354,Bogotá,212393,Departamento,Corredor,0.0476,10115
SALE002301,2024-03-07,CUST01698,PROP02180,Bogotá,788931,Casa,Directo,0.0171,13523
SALE002302,2023-09-23,CUST03325,PROP01735,Ciudad de México,180094,Departamento,Corredor,0.0369,6647
SALE002303,2024-11-22,CUST00252,PROP05907,Bogotá,659394,Casa,Directo,0.0147,9696
SALE002304,2024-12-14,CUST03235,PROP03467,Ciudad de México,950615,Comercial,Directo,0.0163,15458
SALE002305,2024-02-11,CUST03329,PROP04691,Bogotá,178174,Departamento,Corredor,0.0424,7546
SALE002306,2023-06-10,CUST00091,PROP00928,Bogotá,1619642,Comercial,Directo,0.0164,26557
SALE002307,2024-11-16,CUST00990,PROP04345,Bogotá,670920,Departamento,Corredor,0.0331,22206
SALE002308,2023-09-10,CUST02637,PROP06542,Bogotá,1290837,Casa,Corredor,0.0459,59202
SALE002309,2023-10-25,CUST01209,PROP04017,Bogotá,243542,Departamento,Corredor,0.0392,9545
SALE002310,2023-03-12,CUST02172,PROP06213,Bogotá,461773,Departamento,Corredor,0.046,21243
SALE002311,2024-01-05,CUST00080,PROP07065,Bogotá,1890779,Comercial,Directo,0.0193,36463
SALE002312,2024-07-10,CUST00042,PROP04750,Ciudad de México,3231799,Comercial,Corredor,0.0321,103629
SALE002313,2024-10-29,CUST00017,PROP01447,Bogotá,185522,Departamento,Corredor,0.0371,6886
SALE002314,2024-10-15,CUST00437,PROP02700,Ciudad de México,421341,Departamento,Directo,0.0153,6450
SALE002315,2024-09-11,CUST01103,PROP05041,Ciudad de México,161580,Departamento,Corredor,0.0327,5283
SALE002316,2024-06-22,CUST00953,PROP00340,Ciudad de México,2120254,Comercial,Directo,0.0126,26697
SALE002317,2023-11-06,CUST01473,PROP02422,Bogotá,313604,Comercial,Corredor,0.031,9716
SALE002318,2024-06-11,CUST03065,PROP04981,Ciudad de México,793811,Casa,Corredor,0.0436,34631
SALE002319,2024-06-30,CUST02891,PROP07442,Bogotá,264199,Departamento,Corredor,0.0399,10548
SALE002320,2023-05-10,CUST01040,PROP06401,Ciudad de México,351595,Departamento,Corredor,0.0306,10767
SALE002321,2023-09-23,CUST01929,PROP03947,Bogotá,757534,Casa,Corredor,0.0361,27326
SALE002322,2024-07-26,CUST00146,PROP02564,Ciudad de México,539727,Departamento,Corredor,0.0382,20597
SALE002323,2024-10-26,CUST03181,PROP03340,Bogotá,676323,Casa,Corredor,0.0369,24923
SALE002324,2024-04-05,CUST00527,PROP06042,Bogotá,206018,Departamento,Corredor,0.0304,6255
SALE002325,2024-04-18,CUST01720,PROP04000,Ciudad de México,2104930,Comercial,Corredor,0.0358,75260
SALE002326,2023-12-19,CUST02007,PROP01381,Ciudad de México,450508,Departamento,Corredor,0.0316,14246
SALE002327,2024-12-20,CUST03038,PROP04943,Bogotá,235673,Departamento,Corredor,0.0301,7097
SALE002328,2024-05-31,CUST03459,PROP02356,Bogotá,643343,Departamento,Directo,0.0135,8705
SALE002329,2024-07-03,CUST00987,PROP03939,Bogotá,243366,Departamento,Corredor,0.0377,9182
SALE002330,2023-06-12,CUST02337,PROP00602,Ciudad de México,388730,Departamento,Corredor,0.0483,18771
SALE002331,2024-09-29,CUST03373,PROP05647,Ciudad de México,292126,Departamento,Corredor,0.0326,9513
SALE002332,2024-10-29,CUST00808,PROP01672,Ciudad de México,636503,Departamento,Corredor,0.044,28011
SALE002333,2024-03-10,CUST01142,PROP02780,Ciudad de México,224351,Departamento,Directo,0.0126,2834
SALE002334,2024-11-13,CUST00958,PROP05918,Bogotá,649911,Departamento,Corredor,0.04,25964
SALE002335,2023-12-29,CUST03454,PROP03766,Bogotá,531091,Casa,Corredor,0.0386,20508
SALE002336,2024-09-02,CUST00186,PROP02539,Ciudad de México,747733,Casa,Directo,0.0148,11096
SALE002337,2024-10-16,CUST03292,PROP00639,Ciudad de México,1206674,Casa,Corredor,0.0453,54604
SALE002338,2023-09-10,CUST00237,PROP02686,Ciudad de México,533513,Casa,Corredor,0.0304,16202
SALE002339,2024-07-17,CUST01589,PROP04076,Bogotá,349819,Departamento,Corredor,0.0366,12797
SALE002340,2023-11-17,CUST01731,PROP04803,Bogotá,183419,Departamento,Corredor,0.0368,6750
SALE002341,2023-10-03,CUST01427,PROP06342,Ciudad de México,250182,Departamento,Corredor,0.0319,7979
SALE002342,2023-05-13,CUST03327,PROP01375,Bogotá,1211710,Casa,Corredor,0.0302,36610
SALE002343,2024-03-25,CUST02381,PROP05338,Ciudad de México,317935,Departamento,Corredor,0.0444,14110
SALE002344,2024-01-22,CUST00474,PROP07176,Ciudad de México,326635,Departamento,Directo,0.0188,6149
SALE002345,2023-07-21,CUST01276,PROP05351,Bogotá,251491,Departamento,Directo,0.0131,3296
SALE002346,2024-01-03,CUST00231,PROP01727,Ciudad de México,652415,Casa,Corredor,0.0431,28093
SALE002347,2024-08-24,CUST00072,PROP07261,Bogotá,2119261,Comercial,Corredor,0.0499,105757
SALE002348,2023-08-06,CUST01598,PROP00657,Bogotá,91392,Departamento,Corredor,0.0333,3041
SALE002349,2023-10-14,CUST02119,PROP06160,Bogotá,1615434,Comercial,Corredor,0.0355,57401
SALE002350,2023-07-06,CUST00407,PROP06134,Bogotá,569829,Departamento,Directo,0.0182,10359
SALE002351,2023-09-20,CUST00134,PROP07793,Ciudad de México,1458796,Casa,Directo,0.01,14635
SALE002352,2024-11-08,CUST02443,PROP07981,Ciudad de México,257601,Departamento,Corredor,0.0419,10781
SALE002353,2023-11-01,CUST03325,PROP05316,Ciudad de México,1260344,Comercial,Corredor,0.0396,49859
SALE002354,2023-04-18,CUST00180,PROP07050,Ciudad de México,1061677,Casa,Corredor,0.0444,47153
SALE002355,2023-07-10,CUST02200,PROP06608,Ciudad de México,492239,Departamento,Corredor,0.0406,19974
SALE002356,2024-02-02,CUST00438,PROP02963,Bogotá,602825,Casa,Corredor,0.0403,24307
SALE002357,2023-04-21,CUST01535,PROP04914,Ciudad de México,1476914,Casa,Corredor,0.0442,65289
SALE002358,2023-09-09,CUST00516,PROP05325,Ciudad de México,1748057,Casa,Corredor,0.041,71669
SALE002359,2024-07-15,CUST03271,PROP02876,Ciudad de México,499958,Departamento,Corredor,0.0497,24859
SALE002360,2024-09-15,CUST03326,PROP00580,Ciudad de México,385139,Departamento,Corredor,0.044,16930
SALE002361,2024-03-10,CUST02564,PROP07295,Bogotá,554358,Departamento,Directo,0.0181,10016
SALE002362,2024-06-18,CUST03262,PROP00160,Ciudad de México,1517357,Comercial,Corredor,0.0385,58343
SALE002363,2024-12-28,CUST03200,PROP03573,Ciudad de México,228677,Departamento,Directo,0.0196,4477
SALE002364,2023-05-18,CUST02355,PROP01490,Ciudad de México,452743,Departamento,Corredor,0.039,17642
SALE002365,2024-08-28,CUST02347,PROP02896,Bogotá,138863,Departamento,Corredor,0.0369,5127
