id_propiedad,tipo_propiedad,ciudad,barrio,habitaciones,tamano_m2,precio_publicado,categoria_propiedad
PROP01458,Casa,Bogotá,Chapinero,4,190,688877,Residencial
PROP01459,Departamento,Bogotá,Santa Bárbara,2,74,299193,Residencial
PROP01460,Departamento,Ciudad de México,Coyoacán,3,105,304503,Residencial
PROP01461,Departamento,Bogotá,Chicó,3,59,215089,Residencial
PROP01462,Departamento,Ciudad de México,Roma Norte,2,47,238357,Residencial
PROP01463,Departamento,Ciudad de México,Coyoacán,1,90,358688,Residencial
PROP01464,Casa,Ciudad de México,Reforma,3,129,557029,Residencial
PROP01465,Departamento,Bogotá,Rosales,2,174,669638,Residencial
PROP01466,Casa,Ciudad de México,Reforma,3,162,639170,Residencial
PROP01467,Departamento,Bogotá,El Poblado,1,166,435929,Residencial
PROP01468,Casa,Bogotá,Salitre,4,218,660508,Residencial
PROP01469,Casa,Bogotá,Usaquén,4,271,1121634,Residencial
PROP01470,Departamento,Bogotá,Cedritos,2,71,195129,Residencial
PROP01471,Casa,Bogotá,Chapinero,2,136,406070,Residencial
PROP01472,Casa,Bogotá,Cedritos,4,203,710457,Residencial
PROP01473,Departamento,Ciudad de México,Polanco,2,125,438260,Residencial
PROP01474,Departamento,Bogotá,Santa Bárbara,1,57,179677,Residencial
PROP01475,Casa,Ciudad de México,Condesa,4,374,1141181,Residencial
PROP01476,Departamento,Bogotá,Salitre,3,49,103685,Residencial
PROP01477,Departamento,Bogotá,Zona T,1,136,476953,Residencial
PROP01478,Comercial,Bogotá,Cedritos,0,313,2112623,Comercial
PROP01479,Departamento,Ciudad de México,Interlomas,1,75,283965,Residencial
PROP01480,Casa,Bogotá,Cedritos,2,214,899847,Residencial
PROP01481,Casa,Bogotá,Cedritos,5,360,1322764,Residencial
PROP01482,Comercial,Bogotá,La Candelaria,0,120,462349,Comercial
PROP01483,Departamento,Bogotá,Usaquén,1,173,331872,Residencial
PROP01484,Departamento,Ciudad de México,Coyoacán,2,84,386945,Residencial
PROP01485,Departamento,Bogotá,Chapinero,3,73,228953,Residencial
PROP01486,Departamento,Bogotá,Salitre,2,55,170382,Residencial
PROP01487,Departamento,Ciudad de México,Roma Norte,3,161,633100,Residencial
PROP01488,Departamento,Bogotá,Zona T,2,117,294973,Residencial
PROP01489,Departamento,Ciudad de México,San Ángel,2,141,350865,Residencial
PROP01490,Departamento,Ciudad de México,Del Valle,2,99,484729,Residencial
PROP01491,Casa,Ciudad de México,Condesa,2,134,542948,Residencial
PROP01492,Casa,Bogotá,Cedritos,2,171,673893,Residencial
PROP01493,Casa,Ciudad de México,Condesa,5,203,1028318,Residencial
PROP01494,Comercial,Bogotá,Rosales,0,95,335754,Comercial
PROP01495,Departamento,Ciudad de México,Coyoacán,1,121,608525,Residencial
PROP01496,Comercial,Bogotá,Zona T,0,349,1540759,Comercial
PROP01497,Casa,Bogotá,Cedritos,3,240,894035,Residencial
PROP01498,Departamento,Ciudad de México,Reforma,2,61,262098,Residencial
PROP01499,Departamento,Bogotá,Usaquén,3,139,609222,Residencial
PROP01500,Departamento,Ciudad de México,Coyoacán,2,159,646059,Residencial
PROP01501,Departamento,Ciudad de México,Lomas de Chapultepec,3,101,429557,Residencial
PROP01502,Departamento,Bogotá,Salitre,2,100,185565,Residencial
PROP01503,Departamento,Bogotá,Rosales,2,51,127302,Residencial
PROP01504,Casa,Bogotá,Salitre,5,335,1356247,Residencial
PROP01505,Departamento,Ciudad de México,Roma Norte,2,159,650398,Residencial
PROP01506,Departamento,Bogotá,Usaquén,2,124,444660,Residencial
PROP01507,Casa,Ciudad de México,Reforma,3,230,809823,Residencial
PROP01508,Departamento,Ciudad de México,Condesa,2,119,397458,Residencial
PROP01509,Comercial,Ciudad de México,Reforma,0,395,2338073,Comercial
PROP01510,Departamento,Ciudad de México,Reforma,3,80,264345,Residencial
PROP01511,Comercial,Ciudad de México,Santa Fe,0,529,4735645,Comercial
PROP01512,Departamento,Bogotá,Salitre,1,134,287318,Residencial
PROP01513,Departamento,Bogotá,Salitre,1,177,634655,Residencial
PROP01514,Departamento,Bogotá,Chicó,1,170,430185,Residencial
PROP01515,Casa,Ciudad de México,Santa Fe,4,253,876130,Residencial
PROP01516,Casa,Ciudad de México,Condesa,4,219,743250,Residencial
PROP01517,Departamento,Ciudad de México,Roma Norte,2,177,423700,Residencial
PROP01518,Comercial,Ciudad de México,Lomas de Chapultepec,0,270,2079233,Comercial
PROP01519,Departamento,Bogotá,Rosales,2,108,211760,Residencial
PROP01520,Casa,Bogotá,Chicó,3,319,762154,Residencial
PROP01521,Casa,Bogotá,Zona T,4,378,852648,Residencial
PROP01522,Departamento,Bogotá,Chicó,3,99,247756,Residencial
PROP01523,Departamento,Ciudad de México,Condesa,2,165,452828,Residencial
PROP01524,Comercial,Bogotá,Chicó,0,343,1552177,Comercial
PROP01525,Comercial,Ciudad de México,San Ángel,0,529,3821293,Comercial
PROP01526,Comercial,Ciudad de México,San Ángel,0,216,1793567,Comercial
PROP01527,Comercial,Bogotá,Zona T,0,476,3154046,Comercial
PROP01528,Departamento,Bogotá,Zona T,3,133,437498,Residencial
PROP01529,Casa,Bogotá,Santa Bárbara,4,174,611395,Residencial
PROP01530,Departamento,Bogotá,Zona T,2,67,289357,Residencial
PROP01531,Comercial,Ciudad de México,Interlomas,0,169,1228999,Comercial
PROP01532,Departamento,Bogotá,Salitre,3,119,246021,Residencial
PROP01533,Departamento,Ciudad de México,Del Valle,1,165,776410,Residencial
PROP01534,Departamento,Ciudad de México,Roma Norte,2,72,173868,Residencial
PROP01535,Departamento,Bogotá,Santa Bárbara,2,62,141411,Residencial
PROP01536,Departamento,Ciudad de México,Condesa,2,96,374382,Residencial
PROP01537,Comercial,Ciudad de México,San Ángel,0,125,763658,Comercial
PROP01538,Casa,Ciudad de México,San Ángel,3,263,1117561,Residencial
PROP01539,Departamento,Bogotá,La Candelaria,2,124,434143,Residencial
PROP01540,Casa,Bogotá,La Candelaria,4,317,928921,Residencial
PROP01541,Casa,Bogotá,Zona T,5,163,360092,Residencial
PROP01542,Departamento,Bogotá,Chapinero,2,63,247964,Residencial
PROP01543,Departamento,Ciudad de México,Del Valle,2,113,450376,Residencial
PROP01544,Casa,Ciudad de México,Reforma,3,200,1000882,Residencial
PROP01545,Casa,Ciudad de México,Condesa,3,182,689305,Residencial
PROP01546,Departamento,Bogotá,La Candelaria,1,76,337171,Residencial
PROP01547,Casa,Bogotá,Santa Bárbara,5,306,849061,Residencial
PROP01548,Departamento,Ciudad de México,San Ángel,2,94,400309,Residencial
PROP01549,Departamento,Bogotá,Chapinero,1,140,423900,Residencial
PROP01550,Departamento,Bogotá,Chapinero,2,147,432372,Residencial
PROP01551,Departamento,Ciudad de México,Del Valle,2,134,486714,Residencial
PROP01552,Casa,Bogotá,La Candelaria,5,155,358659,Residencial
PROP01553,Comercial,Ciudad de México,Condesa,0,577,3534316,Comercial
PROP01554,Departamento,Bogotá,Usaquén,2,88,220036,Residencial
PROP01555,Departamento,Ciudad de México,Interlomas,2,92,206752,Residencial
PROP01556,Casa,Ciudad de México,Interlomas,3,185,922705,Residencial
PROP01557,Casa,Bogotá,El Poblado,4,133,355529,Residencial
PROP01558,Casa,Ciudad de México,Coyoacán,4,361,1381399,Residencial
PROP01559,Casa,Ciudad de México,San Ángel,3,281,1247923,Residencial
PROP01560,Departamento,Ciudad de México,Interlomas,3,130,286882,Residencial
PROP01561,Casa,Bogotá,El Poblado,4,164,622744,Residencial
PROP01562,Departamento,Ciudad de México,Polanco,3,161,702906,Residencial
PROP01563,Departamento,Bogotá,Santa Bárbara,3,162,399436,Residencial
PROP01564,Departamento,Ciudad de México,Interlomas,1,93,495771,Residencial
PROP01565,Departamento,Ciudad de México,Santa Fe,2,164,592881,Residencial
PROP01566,Comercial,Bogotá,Salitre,0,391,1823883,Comercial
PROP01567,Casa,Ciudad de México,Interlomas,4,379,1570311,Residencial
PROP01568,Departamento,Bogotá,Santa Bárbara,2,66,169911,Residencial
PROP01569,Departamento,Bogotá,El Poblado,3,178,671345,Residencial
PROP01570,Departamento,Ciudad de México,Roma Norte,3,154,412758,Residencial
PROP01571,Departamento,Ciudad de México,Polanco,2,95,256111,Residencial
PROP01572,Casa,Bogotá,Santa Bárbara,3,181,638874,Residencial
PROP01573,Comercial,Bogotá,Usaquén,0,523,3282899,Comercial
PROP01574,Comercial,Ciudad de México,Del Valle,0,115,1008578,Comercial
PROP01575,Casa,Ciudad de México,Condesa,3,192,1115797,Residencial
PROP01576,Casa,Bogotá,El Poblado,5,124,480021,Residencial
PROP01577,Departamento,Bogotá,Chicó,1,107,438511,Residencial
PROP01578,Departamento,Ciudad de México,Polanco,3,171,495337,Residencial
PROP01579,Departamento,Ciudad de México,Santa Fe,2,160,817367,Residencial
PROP01580,Departamento,Ciudad de México,San Ángel,3,82,400497,Residencial
PROP01581,Casa,Bogotá,Santa Bárbara,3,322,982774,Residencial
PROP01582,Departamento,Ciudad de México,Reforma,2,93,501453,Residencial
PROP01583,Departamento,Ciudad de México,Reforma,3,57,184111,Residencial
PROP01584,Departamento,Bogotá,Zona T,3,174,734522,Residencial
PROP01585,Comercial,Ciudad de México,Roma Norte,0,509,4124862,Comercial
PROP01586,Departamento,Ciudad de México,Del Valle,2,123,387255,Residencial
PROP01587,Casa,Bogotá,Salitre,4,338,1224018,Residencial
PROP01588,Casa,Ciudad de México,Lomas de Chapultepec,3,158,744776,Residencial
PROP01589,Departamento,Ciudad de México,Coyoacán,2,112,550274,Residencial
PROP01590,Departamento,Ciudad de México,Coyoacán,2,157,469793,Residencial
PROP01591,Comercial,Ciudad de México,Del Valle,0,460,3400543,Comercial
PROP01592,Departamento,Bogotá,Zona T,3,72,315615,Residencial
PROP01593,Comercial,Bogotá,Chapinero,0,214,1131944,Comercial
PROP01594,Departamento,Ciudad de México,Del Valle,1,98,247333,Residencial
PROP01595,Departamento,Bogotá,Usaquén,4,111,370312,Residencial
PROP01596,Comercial,Bogotá,Salitre,0,246,1294430,Comercial
PROP01597,Casa,Bogotá,Usaquén,5,294,1421690,Residencial
PROP01598,Comercial,Bogotá,El Poblado,0,150,680608,Comercial
PROP01599,Casa,Ciudad de México,Coyoacán,3,251,1489278,Residencial
PROP01600,Comercial,Bogotá,La Candelaria,0,362,1402108,Comercial
PROP01601,Casa,Bogotá,La Candelaria,3,363,1109060,Residencial
PROP01602,Casa,Ciudad de México,Interlomas,4,139,672849,Residencial
PROP01603,Departamento,Ciudad de México,Roma Norte,3,62,206282,Residencial
PROP01604,Departamento,Ciudad de México,Del Valle,2,148,606604,Residencial
PROP01605,Comercial,Ciudad de México,Condesa,0,300,2338111,Comercial
PROP01606,Departamento,Ciudad de México,Interlomas,2,108,327026,Residencial
PROP01607,Departamento,Ciudad de México,Roma Norte,2,175,427946,Residencial
PROP01608,Departamento,Ciudad de México,Del Valle,3,171,630587,Residencial
PROP01609,Departamento,Ciudad de México,Lomas de Chapultepec,2,50,233627,Residencial
PROP01610,Departamento,Bogotá,Cedritos,2,46,149332,Residencial
PROP01611,Departamento,Ciudad de México,Roma Norte,3,136,443006,Residencial
PROP01612,Comercial,Bogotá,Zona T,0,378,2215632,Comercial
PROP01613,Departamento,Ciudad de México,Condesa,2,116,410610,Residencial
PROP01614,Departamento,Bogotá,La Candelaria,3,51,178100,Residencial
PROP01615,Departamento,Ciudad de México,Reforma,2,106,551095,Residencial
PROP01616,Departamento,Ciudad de México,Coyoacán,2,176,893311,Residencial
PROP01617,Departamento,Ciudad de México,Del Valle,3,78,385191,Residencial
PROP01618,Casa,Ciudad de México,Roma Norte,4,350,1568290,Residencial
PROP01619,Departamento,Ciudad de México,Reforma,3,172,438867,Residencial
PROP01620,Comercial,Bogotá,Usaquén,0,246,1108524,Comercial
PROP01621,Departamento,Ciudad de México,Coyoacán,2,174,415144,Residencial
PROP01622,Departamento,Bogotá,El Poblado,3,86,212672,Residencial
PROP01623,Departamento,Ciudad de México,Del Valle,1,84,410145,Residencial
PROP01624,Departamento,Bogotá,Chapinero,2,158,526777,Residencial
PROP01625,Casa,Bogotá,Salitre,3,180,419583,Residencial
PROP01626,Casa,Ciudad de México,Lomas de Chapultepec,2,374,2104812,Residencial
PROP01627,Casa,Ciudad de México,Roma Norte,4,326,1411644,Residencial
PROP01628,Departamento,Ciudad de México,Santa Fe,3,95,466617,Residencial
PROP01629,Departamento,Ciudad de México,Del Valle,2,66,258760,Residencial
PROP01630,Departamento,Bogotá,Santa Bárbara,3,179,624786,Residencial
PROP01631,Comercial,Ciudad de México,Santa Fe,0,459,3625708,Comercial
PROP01632,Departamento,Ciudad de México,Santa Fe,1,85,300234,Residencial
PROP01633,Casa,Bogotá,Chicó,3,330,1649622,Residencial
PROP01634,Departamento,Bogotá,Chicó,2,138,332381,Residencial
PROP01635,Departamento,Bogotá,Usaquén,2,148,491319,Residencial
PROP01636,Departamento,Ciudad de México,Lomas de Chapultepec,2,123,301855,Residencial
PROP01637,Departamento,Bogotá,Usaquén,3,119,378229,Residencial
PROP01638,Casa,Bogotá,El Poblado,4,161,668834,Residencial
PROP01639,Departamento,Bogotá,El Poblado,3,102,382274,Residencial
PROP01640,Casa,Ciudad de México,Reforma,4,226,1241861,Residencial
PROP01641,Departamento,Ciudad de México,Polanco,3,74,183438,Residencial
PROP01642,Comercial,Ciudad de México,Del Valle,0,393,2403538,Comercial
PROP01643,Departamento,Bogotá,Zona T,2,81,258623,Residencial
PROP01644,Comercial,Bogotá,Chicó,0,148,767841,Comercial
PROP01645,Casa,Bogotá,Zona T,3,213,1005448,Residencial
PROP01646,Comercial,Ciudad de México,Coyoacán,0,536,2537868,Comercial
PROP01647,Departamento,Bogotá,Chicó,2,74,315652,Residencial
PROP01648,Casa,Bogotá,Chicó,4,296,1428746,Residencial
PROP01649,Departamento,Ciudad de México,Roma Norte,1,66,175104,Residencial
PROP01650,Departamento,Bogotá,Zona T,3,177,660037,Residencial
PROP01651,Departamento,Ciudad de México,Roma Norte,1,169,503306,Residencial
PROP01652,Departamento,Bogotá,Santa Bárbara,1,142,466408,Residencial
PROP01653,Comercial,Ciudad de México,Polanco,0,555,3169927,Comercial
PROP01654,Departamento,Bogotá,Cedritos,1,85,307760,Residencial
PROP01655,Departamento,Bogotá,Salitre,3,150,481361,Residencial
PROP01656,Casa,Bogotá,Rosales,4,363,1300209,Residencial
PROP01657,Departamento,Ciudad de México,San Ángel,3,141,392516,Residencial
PROP01658,Casa,Ciudad de México,Interlomas,4,133,735688,Residencial
PROP01659,Departamento,Bogotá,La Candelaria,2,129,292542,Residencial
PROP01660,Departamento,Ciudad de México,San Ángel,2,88,463367,Residencial
PROP01661,Departamento,Ciudad de México,Santa Fe,3,95,209951,Residencial
PROP01662,Comercial,Ciudad de México,Reforma,0,360,2157286,Comercial
PROP01663,Casa,Ciudad de México,Santa Fe,4,238,1131816,Residencial
PROP01664,Comercial,Bogotá,La Candelaria,0,372,2323024,Comercial
PROP01665,Departamento,Ciudad de México,San Ángel,2,159,703895,Residencial
PROP01666,Departamento,Ciudad de México,Santa Fe,2,178,953992,Residencial
PROP01667,Departamento,Bogotá,Salitre,2,146,542807,Residencial
PROP01668,Departamento,Bogotá,Zona T,2,112,357994,Residencial
PROP01669,Departamento,Ciudad de México,San Ángel,1,129,443034,Residencial
PROP01670,Casa,Ciudad de México,San Ángel,6,251,968488,Residencial
PROP01671,Departamento,Ciudad de México,Lomas de Chapultepec,2,120,445175,Residencial
PROP01672,Departamento,Ciudad de México,Coyoacán,2,126,679351,Residencial
PROP01673,Comercial,Ciudad de México,Reforma,0,462,3019816,Comercial
PROP01674,Casa,Bogotá,El Poblado,2,265,1202153,Residencial
PROP01675,Departamento,Bogotá,Cedritos,2,45,191470,Residencial
PROP01676,Departamento,Bogotá,Chicó,2,121,306046,Residencial
PROP01677,Departamento,Bogotá,Rosales,3,92,363682,Residencial
PROP01678,Departamento,Bogotá,Zona T,3,86,274125,Residencial
PROP01679,Casa,Bogotá,Chicó,5,144,688154,Residencial
PROP01680,Departamento,Ciudad de México,Lomas de Chapultepec,2,152,755827,Residencial
PROP01681,Casa,Ciudad de México,Polanco,5,210,1178790,Residencial
PROP01682,Casa,Ciudad de México,San Ángel,5,342,1157281,Residencial
PROP01683,Casa,Ciudad de México,Del Valle,3,133,438265,Residencial
PROP01684,Departamento,Bogotá,El Poblado,2,87,381394,Residencial
PROP01685,Departamento,Ciudad de México,Condesa,3,152,749978,Residencial
PROP01686,Casa,Bogotá,El Poblado,4,312,930954,Residencial
PROP01687,Departamento,Bogotá,Usaquén,2,137,278867,Residencial
PROP01688,Departamento,Ciudad de México,Lomas de Chapultepec,3,150,538493,Residencial
PROP01689,Departamento,Bogotá,Usaquén,2,65,281804,Residencial
PROP01690,Departamento,Bogotá,Chicó,3,64,275568,Residencial
PROP01691,Casa,Bogotá,La Candelaria,3,331,929757,Residencial
PROP01692,Departamento,Ciudad de México,San Ángel,3,97,458943,Residencial
PROP01693,Departamento,Ciudad de México,Reforma,2,50,193779,Residencial
PROP01694,Departamento,Bogotá,Chicó,3,48,100565,Residencial
PROP01695,Departamento,Ciudad de México,Coyoacán,3,125,413617,Residencial
PROP01696,Casa,Bogotá,Usaquén,4,287,1252227,Residencial
PROP01697,Casa,Bogotá,Rosales,3,343,1005886,Residencial
PROP01698,Departamento,Bogotá,Santa Bárbara,2,60,119699,Residencial
PROP01699,Departamento,Ciudad de México,Del Valle,2,78,204237,Residencial
PROP01700,Departamento,Bogotá,Chapinero,2,105,254971,Residencial
PROP01701,Casa,Ciudad de México,Coyoacán,5,359,1022733,Residencial
PROP01702,Departamento,Bogotá,Chapinero,2,117,243572,Residencial
PROP01703,Casa,Bogotá,Cedritos,3,334,1149786,Residencial
PROP01704,Departamento,Ciudad de México,Reforma,2,113,398089,Residencial
PROP01705,Casa,Bogotá,Salitre,4,216,690264,Residencial
PROP01706,Departamento,Bogotá,Rosales,3,163,733382,Residencial
PROP01707,Casa,Bogotá,Cedritos,6,184,477808,Residencial
PROP01708,Departamento,Ciudad de México,Condesa,1,70,263765,Residencial
PROP01709,Casa,Ciudad de México,Del Valle,6,388,1402835,Residencial
PROP01710,Departamento,Bogotá,Rosales,3,100,207389,Residencial
PROP01711,Departamento,Bogotá,Chapinero,3,138,425851,Residencial
PROP01712,Casa,Bogotá,Salitre,4,245,1157727,Residencial
PROP01713,Departamento,Bogotá,Usaquén,3,118,270473,Residencial
PROP01714,Casa,Ciudad de México,Del Valle,3,162,882437,Residencial
PROP01715,Casa,Ciudad de México,Roma Norte,3,214,838960,Residencial
PROP01716,Departamento,Ciudad de México,Roma Norte,1,100,440341,Residencial
PROP01717,Departamento,Bogotá,Chapinero,3,93,199944,Residencial
PROP01718,Departamento,Ciudad de México,Lomas de Chapultepec,1,60,160103,Residencial
PROP01719,Departamento,Ciudad de México,San Ángel,3,127,590615,Residencial
PROP01720,Departamento,Ciudad de México,Roma Norte,2,45,235524,Residencial
PROP01721,Casa,Ciudad de México,San Ángel,3,264,892082,Residencial
PROP01722,Departamento,Ciudad de México,San Ángel,4,148,777730,Residencial
PROP01723,Departamento,Ciudad de México,Interlomas,2,116,404281,Residencial
PROP01724,Departamento,Bogotá,Chapinero,3,177,637044,Residencial
PROP01725,Departamento,Ciudad de México,Condesa,2,146,729428,Residencial
PROP01726,Departamento,Bogotá,Chapinero,2,178,404044,Residencial
PROP01727,Casa,Ciudad de México,Lomas de Chapultepec,3,230,704947,Residencial
PROP01728,Casa,Ciudad de México,Santa Fe,4,318,955857,Residencial
PROP01729,Departamento,Ciudad de México,Roma Norte,2,106,516384,Residencial
PROP01730,Comercial,Bogotá,El Poblado,0,469,2773128,Comercial
PROP01731,Departamento,Bogotá,Zona T,3,165,393029,Residencial
PROP01732,Comercial,Bogotá,El Poblado,0,198,735840,Comercial
PROP01733,Casa,Ciudad de México,Coyoacán,5,334,1925943,Residencial
PROP01734,Casa,Ciudad de México,Condesa,4,319,944711,Residencial
PROP01735,Departamento,Ciudad de México,Lomas de Chapultepec,1,66,192363,Residencial
PROP01736,Departamento,Bogotá,Rosales,2,74,332427,Residencial
PROP01737,Departamento,Ciudad de México,Lomas de Chapultepec,2,107,563895,Residencial
PROP01738,Casa,Ciudad de México,Condesa,5,384,1911322,Residencial
PROP01739,Departamento,Bogotá,Chapinero,2,149,424241,Residencial
PROP01740,Casa,Ciudad de México,Santa Fe,5,290,1409463,Residencial
PROP01741,Departamento,Ciudad de México,Coyoacán,2,155,662549,Residencial
PROP01742,Casa,Ciudad de México,Interlomas,4,338,1611067,Residencial
PROP01743,Departamento,Ciudad de México,San Ángel,2,75,357325,Residencial
PROP01744,Departamento,Bogotá,Usaquén,1,162,409399,Residencial
PROP01745,Departamento,Ciudad de México,Condesa,2,123,556048,Residencial
PROP01746,Departamento,Ciudad de México,San Ángel,3,171,434014,Residencial
PROP01747,Departamento,Ciudad de México,Interlomas,3,50,138390,Residencial
PROP01748,Casa,Ciudad de México,Reforma,4,219,1191755,Residencial
PROP01749,Departamento,Ciudad de México,Polanco,3,103,435793,Residencial
PROP01750,Departamento,Bogotá,El Poblado,3,173,647159,Residencial
PROP01751,Casa,Ciudad de México,Interlomas,3,248,1011126,Residencial
PROP01752,Departamento,Bogotá,Rosales,1,146,523513,Residencial
PROP01753,Comercial,Bogotá,Chicó,0,152,561783,Comercial
PROP01754,Comercial,Bogotá,La Candelaria,0,248,1246500,Comercial
PROP01755,Departamento,Ciudad de México,Coyoacán,3,117,358241,Residencial
PROP01756,Departamento,Ciudad de México,Polanco,2,174,505679,Residencial
PROP01757,Departamento,Bogotá,Zona T,1,77,195864,Residencial
PROP01758,Casa,Bogotá,Salitre,4,299,772305,Residencial
PROP01759,Departamento,Ciudad de México,Santa Fe,3,74,244227,Residencial
PROP01760,Casa,Ciudad de México,Interlomas,2,302,877475,Residencial
PROP01761,Casa,Ciudad de México,Coyoacán,6,251,1345392,Residencial
PROP01762,Departamento,Bogotá,Chicó,2,153,414048,Residencial
PROP01763,Casa,Bogotá,Usaquén,3,315,1369100,Residencial
PROP01764,Casa,Bogotá,El Poblado,4,220,687105,Residencial
PROP01765,Departamento,Bogotá,Salitre,4,109,365666,Residencial
PROP01766,Comercial,Bogotá,Usaquén,0,256,920246,Comercial
PROP01767,Casa,Bogotá,El Poblado,2,151,597070,Residencial
PROP01768,Departamento,Bogotá,El Poblado,2,96,380663,Residencial
PROP01769,Departamento,Bogotá,El Poblado,1,115,422315,Residencial
PROP01770,Departamento,Ciudad de México,Reforma,3,114,266989,Residencial
PROP01771,Departamento,Bogotá,El Poblado,2,103,361538,Residencial
PROP01772,Comercial,Bogotá,Chapinero,0,286,1143850,Comercial
PROP01773,Departamento,Ciudad de México,Coyoacán,2,110,525008,Residencial
PROP01774,Casa,Ciudad de México,San Ángel,3,225,1034066,Residencial
PROP01775,Departamento,Ciudad de México,Polanco,2,101,333057,Residencial
PROP01776,Departamento,Ciudad de México,Coyoacán,2,138,360558,Residencial
PROP01777,Comercial,Ciudad de México,Del Valle,0,407,2636666,Comercial
PROP01778,Casa,Ciudad de México,Lomas de Chapultepec,5,217,1293699,Residencial
PROP01779,Departamento,Ciudad de México,Polanco,3,161,845319,Residencial
PROP01780,Departamento,Ciudad de México,Del Valle,3,78,183974,Residencial
PROP01781,Departamento,Ciudad de México,Condesa,2,100,272520,Residencial
PROP01782,Departamento,Bogotá,Salitre,1,102,197435,Residencial
PROP01783,Departamento,Ciudad de México,Santa Fe,2,52,197260,Residencial
PROP01784,Departamento,Ciudad de México,Condesa,2,98,371675,Residencial
PROP01785,Comercial,Ciudad de México,Interlomas,0,125,562706,Comercial
PROP01786,Departamento,Bogotá,Salitre,2,57,221446,Residencial
PROP01787,Comercial,Bogotá,Chicó,0,154,838164,Comercial
PROP01788,Casa,Ciudad de México,Polanco,3,307,1245759,Residencial
PROP01789,Departamento,Bogotá,Salitre,2,152,530128,Residencial
PROP01790,Casa,Ciudad de México,Reforma,5,124,530752,Residencial
PROP01791,Departamento,Ciudad de México,Del Valle,2,148,592484,Residencial
PROP01792,Casa,Ciudad de México,Roma Norte,5,367,1242282,Residencial
PROP01793,Departamento,Ciudad de México,San Ángel,4,65,344666,Residencial
PROP01794,Departamento,Ciudad de México,San Ángel,3,133,314393,Residencial
PROP01795,Casa,Ciudad de México,Roma Norte,5,265,1508531,Residencial
PROP01796,Departamento,Ciudad de México,Roma Norte,2,49,247823,Residencial
PROP01797,Comercial,Ciudad de México,Condesa,0,280,1740846,Comercial
PROP01798,Comercial,Ciudad de México,San Ángel,0,248,1883857,Comercial
PROP01799,Departamento,Ciudad de México,Polanco,3,179,858980,Residencial
PROP01800,Departamento,Ciudad de México,Lomas de Chapultepec,2,70,182254,Residencial
PROP01801,Departamento,Bogotá,Rosales,2,114,384537,Residencial
PROP01802,Casa,Bogotá,Chapinero,3,215,959685,Residencial
PROP01803,Casa,Bogotá,Rosales,4,173,503922,Residencial
PROP01804,Departamento,Bogotá,Chapinero,2,62,113074,Residencial
PROP01805,Departamento,Ciudad de México,Del Valle,1,164,487100,Residencial
PROP01806,Casa,Bogotá,La Candelaria,4,299,1463001,Residencial
PROP01807,Departamento,Ciudad de México,Reforma,3,143,702430,Residencial
PROP01808,Casa,Bogotá,Cedritos,5,185,894614,Residencial
PROP01809,Casa,Bogotá,El Poblado,4,260,846998,Residencial
PROP01810,Comercial,Bogotá,Santa Bárbara,0,513,2344126,Comercial
PROP01811,Departamento,Ciudad de México,Lomas de Chapultepec,2,64,259620,Residencial
PROP01812,Departamento,Bogotá,Chapinero,1,88,347741,Residencial
PROP01813,Departamento,Bogotá,Rosales,2,93,212511,Residencial
PROP01814,Departamento,Ciudad de México,Lomas de Chapultepec,2,179,793664,Residencial
PROP01815,Comercial,Bogotá,Salitre,0,342,2120821,Comercial
PROP01816,Departamento,Bogotá,Chapinero,2,142,329137,Residencial
PROP01817,Casa,Ciudad de México,Del Valle,5,166,808100,Residencial
PROP01818,Departamento,Bogotá,La Candelaria,2,177,595551,Residencial
PROP01819,Departamento,Bogotá,Usaquén,3,106,412083,Residencial
PROP01820,Departamento,Bogotá,Salitre,2,122,498549,Residencial
PROP01821,Casa,Bogotá,Cedritos,5,143,330366,Residencial
PROP01822,Departamento,Ciudad de México,Coyoacán,3,138,382931,Residencial
PROP01823,Departamento,Bogotá,Santa Bárbara,2,115,345186,Residencial
PROP01824,Comercial,Ciudad de México,Coyoacán,0,321,1934420,Comercial
PROP01825,Departamento,Ciudad de México,Del Valle,3,172,545923,Residencial
PROP01826,Departamento,Bogotá,Chicó,2,100,246383,Residencial
PROP01827,Departamento,Ciudad de México,San Ángel,1,135,393157,Residencial
PROP01828,Departamento,Bogotá,Santa Bárbara,1,149,463401,Residencial
PROP01829,Comercial,Bogotá,Salitre,0,276,1575418,Comercial
PROP01830,Departamento,Bogotá,El Poblado,2,177,796082,Residencial
PROP01831,Departamento,Bogotá,La Candelaria,3,151,491961,Residencial
PROP01832,Departamento,Ciudad de México,Condesa,2,131,521732,Residencial
PROP01833,Casa,Bogotá,Cedritos,3,268,635508,Residencial
PROP01834,Departamento,Ciudad de México,Condesa,2,94,208762,Residencial
PROP01835,Casa,Ciudad de México,Coyoacán,4,190,1121820,Residencial
PROP01836,Departamento,Bogotá,Zona T,3,54,227668,Residencial
PROP01837,Departamento,Ciudad de México,Roma Norte,1,153,604779,Residencial
PROP01838,Casa,Ciudad de México,Reforma,4,346,1078132,Residencial
PROP01839,Departamento,Bogotá,La Candelaria,1,50,142200,Residencial
PROP01840,Casa,Bogotá,Salitre,4,138,525372,Residencial
PROP01841,Departamento,Bogotá,Usaquén,4,103,223901,Residencial
PROP01842,Casa,Bogotá,Usaquén,4,297,1013491,Residencial
